    1   24   29    1    1     /HYDROGEN           /SUMMERS ET AL 1996
--------------------------------------------------------------------------------
   7.69897   8.00000   8.30103   8.69897   9.00000   9.30103   9.69897  10.00000
  10.30103  10.69897  11.00000  11.30103  11.69897  12.00000  12.30103  12.69897
  13.00000  13.30103  13.69897  14.00000  14.30103  14.69897  15.00000  15.30103
  -0.69897  -0.52288  -0.30103  -0.15490   0.00000   0.17609   0.30103   0.47712
   0.69897   0.84510   1.00000   1.17609   1.30103   1.47712   1.69897   1.84510
   2.00000   2.17609   2.30103   2.47712   2.69897   2.84510   3.00000   3.17609
   3.30103   3.47712   3.69897   3.84510   4.00000
---------------------/ IPRT= 1  / IGRD= 1  /--------/ Z1= 1   / DATE= 09/01/13  
  -7.50616  -7.50548  -7.50468  -7.50336  -7.50209  -7.50054  -7.49802  -7.49569
  -7.49295  -7.48856  -7.48460  -7.48009  -7.47325  -7.46735  -7.46052  -7.44920
  -7.43800  -7.42349  -7.39768  -7.37175  -7.33861  -7.28496  -7.24435  -7.21173
  -7.49976  -7.49914  -7.49841  -7.49720  -7.49604  -7.49461  -7.49227  -7.49011
  -7.48754  -7.48342  -7.47969  -7.47541  -7.46890  -7.46326  -7.45678  -7.44607
  -7.43547  -7.42171  -7.39697  -7.37189  -7.33963  -7.28655  -7.24537  -7.21154
  -7.50662  -7.50603  -7.50534  -7.50419  -7.50310  -7.50175  -7.49952  -7.49745
  -7.49500  -7.49105  -7.48745  -7.48330  -7.47697  -7.47148  -7.46517  -7.45479
  -7.44454  -7.43121  -7.40711  -7.38256  -7.35086  -7.29809  -7.25633  -7.22140
  -7.52857  -7.52802  -7.52737  -7.52631  -7.52529  -7.52404  -7.52195  -7.52001
  -7.51769  -7.51395  -7.51052  -7.50654  -7.50041  -7.49507  -7.48894  -7.47892
  -7.46907  -7.45628  -7.43305  -7.40927  -7.37849  -7.32642  -7.28396  -7.24738
  -7.57205  -7.57154  -7.57095  -7.56998  -7.56905  -7.56790  -7.56597  -7.56416
  -7.56200  -7.55850  -7.55527  -7.55147  -7.54556  -7.54036  -7.53439  -7.52472
  -7.51528  -7.50310  -7.48095  -7.45823  -7.42881  -7.37820  -7.33527  -7.29667
  -7.60820  -7.60772  -7.60715  -7.60623  -7.60535  -7.60426  -7.60243  -7.60070
  -7.59863  -7.59527  -7.59216  -7.58848  -7.58271  -7.57759  -7.57171  -7.56224
  -7.55305  -7.54122  -7.51974  -7.49766  -7.46907  -7.41946  -7.37627  -7.33627
  -7.65189  -7.65142  -7.65088  -7.65001  -7.64917  -7.64814  -7.64640  -7.64476
  -7.64278  -7.63956  -7.63656  -7.63301  -7.62737  -7.62234  -7.61655  -7.60726
  -7.59830  -7.58682  -7.56601  -7.54458  -7.51683  -7.46829  -7.42495  -7.38348
  -7.70708  -7.70664  -7.70612  -7.70530  -7.70451  -7.70354  -7.70189  -7.70033
  -7.69844  -7.69536  -7.69249  -7.68906  -7.68359  -7.67866  -7.67295  -7.66384
  -7.65511  -7.64400  -7.62391  -7.60318  -7.57633  -7.52907  -7.48571  -7.44267
  -7.74911  -7.74868  -7.74818  -7.74738  -7.74662  -7.74569  -7.74411  -7.74260
  -7.74077  -7.73778  -7.73499  -7.73165  -7.72629  -7.72143  -7.71579  -7.70679
  -7.69822  -7.68735  -7.66775  -7.64750  -7.62127  -7.57494  -7.53171  -7.48766
  -7.81151  -7.81110  -7.81062  -7.80986  -7.80914  -7.80826  -7.80676  -7.80531
  -7.80356  -7.80070  -7.79802  -7.79480  -7.78959  -7.78484  -7.77929  -7.77044
  -7.76208  -7.75154  -7.73263  -7.71306  -7.68767  -7.64272  -7.59989  -7.55465
  -7.89448  -7.89410  -7.89364  -7.89292  -7.89224  -7.89141  -7.89001  -7.88865
  -7.88699  -7.88426  -7.88171  -7.87864  -7.87363  -7.86902  -7.86359  -7.85493
  -7.84682  -7.83667  -7.81859  -7.79988  -7.77556  -7.73240  -7.69041  -7.64413
  -7.95121  -7.95084  -7.95040  -7.94970  -7.94905  -7.94825  -7.94690  -7.94559
  -7.94400  -7.94136  -7.93888  -7.93591  -7.93103  -7.92651  -7.92117  -7.91264
  -7.90468  -7.89478  -7.87723  -7.85910  -7.83548  -7.79353  -7.75228  -7.70563
  -8.01229  -8.01193  -8.01151  -8.01083  -8.01021  -8.00944  -8.00815  -8.00690
  -8.00536  -8.00281  -8.00043  -7.99754  -7.99281  -7.98840  -7.98318  -7.97479
  -7.96700  -7.95736  -7.94038  -7.92288  -7.90003  -7.85940  -7.81912  -7.77240
--------------------------------------------------------------------------------
C
C
C     RATE COEFFICIENTS IN UNITS OF CM**3 S-1 
C     --------------------------------------- 
C
C  Producer : Martin O'Mullane
C  Date     : 09-01-2013
C  Code     : v2bndl & tcmprss3
C
C-------------------------------------------------------------------------------
